r,black,S,K,tau,optionValue
0.02962,Over,446.7189744,465,0.166666667,0.940000002
0.02962,Under,446.7189744,415,0.166666667,34.70264245
0.02962,Over,445.25269,480,0.277777778,0.315000003
0.02962,Over,445.25269,445,0.277777778,10.89903041
0.02962,Over,448.3251089,455,0.055555556,1.255000155
0.02962,Over,446.7189744,470,0.166666667,0.440001768
0.02962,Over,445.25269,470,0.277777778,1.065000016
0.02962,Under,445.25269,430,0.277777778,22.28111956
0.02962,Under,445.25269,415,0.277777778,35.37320929
0.02962,Over,446.7189744,450,0.166666667,5.875000003
0.02962,Under,448.3251089,415,0.055555556,34.22745299
0.02962,Over,446.7189744,445,0.166666667,8.850380035
0.02962,Under,448.3251089,425,0.055555556,24.43389495
0.02962,Under,446.7189744,430,0.166666667,20.61651031
0.02962,Over,445.25269,460,0.277777778,3.440000025
0.02962,Over,446.7189744,475,0.166666667,0.250000001
0.02962,Under,445.25269,420,0.277777778,30.78917946
0.02962,Over,445.25269,440,0.277777778,14.23305978
0.02962,Under,448.3251089,435,0.055555556,14.73033817
0.02962,Over,445.25269,455,0.277777778,5.190000003
0.02962,Under,448.3251089,420,0.055555556,29.33067486
0.02962,Under,446.7189744,435,0.166666667,16.4861325
0.02962,Under,446.7189744,405,0.166666667,44.33839744
0.02962,Over,448.3251089,460,0.055555556,0.410000023
0.02962,Over,446.7189744,455,0.166666667,3.624999997
0.02962,Under,445.25269,410,0.277777778,39.98723914
0.02962,Under,446.7189744,420,0.166666667,29.91226504
0.02962,Over,445.25269,450,0.277777778,7.815000003
0.02962,Over,448.3251089,465,0.055555556,0.190001481
0.02962,Under,448.3251089,430,0.055555556,19.50211611
0.02962,Under,448.3251089,440,0.055555556,10.29855806
0.02962,Over,446.7189744,440,0.166666667,12.45075498
0.02962,Under,448.3251089,410,0.055555556,39.15923198
0.02962,Under,445.25269,405,0.277777778,44.696269
0.02962,Under,445.25269,425,0.277777778,26.55014947
0.02962,Over,448.3251089,445,0.055555556,6.246778987
0.02962,Over,448.3251089,450,0.055555556,3.190000016
0.02962,Over,446.7189744,460,0.166666667,1.940000842
0.02962,Under,446.7189744,410,0.166666667,39.55301995
0.02982,Under,445.0663559,420,0.265873016,30.57309043
0.02982,Under,445.0663559,415,0.265873016,35.12860547
0.02982,Under,447.4146311,425,0.043650794,23.37747957
0.02982,Under,445.0663559,425,0.265873016,26.04757538
0.02982,Under,446.3030347,405,0.154761905,43.76280348
0.02982,Under,445.0663559,405,0.265873016,44.38963558
0.02982,Over,445.0663559,475,0.265873016,0.530003316
0.02982,Over,445.0663559,480,0.265873016,0.285000005
0.02982,Under,446.3030347,425,0.154761905,24.66989095
0.02982,Under,446.3030347,430,0.154761905,20.12791278
0.02982,Over,446.3030347,445,0.154761905,8.356979222
0.02982,Over,446.3030347,450,0.154761905,5.440000019
0.02982,Under,445.0663559,435,0.265873016,17.8165452
0.02982,Over,446.3030347,470,0.154761905,0.440000971
0.02982,Under,447.4146311,435,0.043650794,13.70048778
0.02982,Over,445.0663559,455,0.265873016,5.189999999
0.02982,Over,446.3030347,465,0.154761905,0.845000006
0.02982,Under,447.4146311,415,0.043650794,33.14447133
0.02982,Over,446.3030347,475,0.154761905,0.155000031
0.02982,Under,446.3030347,435,0.154761905,15.9959345
0.02982,Over,447.4146311,445,0.043650794,5.248505949
0.02982,Over,445.0663559,450,0.265873016,7.499999997
0.02982,Over,445.0663559,445,0.265873016,10.33051552
0.02982,Over,445.0663559,470,0.265873016,1.125000005
0.02982,Under,446.3030347,415,0.154761905,34.21384968
0.02982,Under,446.3030347,420,0.154761905,29.361869
0.02982,Over,447.4146311,460,0.043650794,0.280000075
0.02982,Over,446.3030347,460,0.154761905,1.69000206
0.02982,Over,447.4146311,450,0.043650794,2.440001913
0.02982,Under,445.0663559,430,0.265873016,21.90206027
0.02982,Over,446.3030347,455,0.154761905,3.189999999
0.02982,Over,447.4146311,465,0.043650794,0.125001334
0.02982,Over,447.4146311,455,0.043650794,0.84500176
0.02982,Under,446.3030347,410,0.154761905,38.97582652
0.02982,Under,447.4146311,440,0.043650794,9.176991834
0.02982,Over,445.0663559,465,0.265873016,2.005006156
0.02982,Under,447.4146311,430,0.043650794,18.5039867
0.02982,Over,445.0663559,460,0.265873016,3.255000045
0.02982,Under,447.4146311,420,0.043650794,28.27597543
0.02982,Under,445.0663559,410,0.265873016,39.73912052
0.02982,Under,447.4146311,410,0.043650794,38.10796893
0.02982,Under,446.3030347,440,0.154761905,11.89395633
0.02982,Over,445.0663559,440,0.265873016,13.91603013
0.02993,Under,444.1861274,410,0.150793651,36.90739252
0.02993,Over,442.5253661,450,0.261904762,6.500000931
0.02993,Over,442.5253661,455,0.261904762,4.315000004
0.02993,Under,444.1861274,415,0.150793651,32.05490746
0.02993,Under,442.5253661,435,0.261904762,15.73691834
0.02993,Under,444.1861274,435,0.150793651,14.14996916
0.02993,Under,442.5253661,425,0.261904762,23.96883668
0.02993,Over,444.1861274,455,0.150793651,2.505000025
0.02993,Under,442.5253661,415,0.261904762,32.89075502
0.02993,Under,445.4717879,425,0.03968254,21.35126013
0.02993,Under,442.5253661,405,0.261904762,42.00267335
0.02993,Over,445.4717879,445,0.03968254,3.87500002
0.02993,Under,445.4717879,410,0.03968254,36.11845664
0.02993,Under,442.5253661,410,0.261904762,37.35171418
0.02993,Under,445.4717879,430,0.03968254,16.5471951
0.02993,Under,442.5253661,430,0.261904762,19.75787751
0.02993,Over,445.4717879,450,0.03968254,1.470000002
0.02993,Over,442.5253661,440,0.261904762,12.15096422
0.02993,Over,444.1861274,465,0.150793651,0.565000175
0.02993,Over,442.5253661,480,0.261904762,0.255000006
0.02993,Under,445.4717879,435,0.03968254,11.80313012
0.02993,Over,442.5253661,465,0.261904762,1.504999998
0.02993,Over,442.5253661,445,0.261904762,9.250000004
0.02993,Under,444.1861274,420,0.150793651,27.29742292
0.02993,Over,442.5253661,460,0.261904762,2.690000395
0.02993,Over,442.5253661,475,0.261904762,0.440006972
0.02993,Under,442.5253661,420,0.261904762,28.42979585
0.02993,Under,444.1861274,430,0.150793651,18.37245375
0.02993,Under,445.4717879,440,0.03968254,7.434065036
0.02993,Under,444.1861274,405,0.150793651,41.66487662
0.02993,Over,444.1861274,475,0.150793651,0.190000001
0.02993,Under,444.1861274,440,0.150793651,10.35748458
0.02993,Under,445.4717879,415,0.03968254,31.18439034
0.02993,Over,444.1861274,450,0.150793651,4.315005262
0.02993,Under,445.4717879,420,0.03968254,26.28532517
0.02993,Over,444.1861274,460,0.150793651,1.254999998
0.02993,Over,445.4717879,455,0.03968254,0.440000001
0.02993,Over,444.1861274,470,0.150793651,0.345002638
0.02993,Over,445.4717879,460,0.03968254,0.160000761
0.02993,Over,444.1861274,445,0.150793651,7.065000001
0.02993,Over,442.5253661,470,0.261904762,0.755000235
0.02993,Under,444.1861274,425,0.150793651,22.72493837
0.03003,Over,445.04224,460,0.146825397,1.315011001
0.03003,Under,446.2729933,430,0.035714286,17.20392138
0.03003,Under,445.04224,420,0.146825397,27.98501353
0.03003,Under,445.04224,430,0.146825397,18.87400816
0.03003,Over,443.8164193,450,0.257936508,6.690000132
0.03003,Over,443.8164193,475,0.257936508,0.470005127
0.03003,Over,443.8164193,465,0.257936508,1.685000001
0.03003,Under,445.04224,405,0.146825397,42.44902161
0.03003,Over,446.2729933,455,0.035714286,0.410000002
0.03003,Over,443.8164193,455,0.257936508,4.564999997
0.03003,Under,443.8164193,435,0.257936508,16.67784088
0.03003,Over,446.2729933,445,0.035714286,4.005001254
0.03003,Over,445.04224,475,0.146825397,0.15500001
0.03003,Under,443.8164193,440,0.257936508,13.02642044
0.03003,Under,446.2729933,420,0.035714286,26.97320188
0.03003,Under,443.8164193,425,0.257936508,24.91068179
0.03003,Under,446.2729933,440,0.035714286,7.869640397
0.03003,Under,446.2729933,425,0.035714286,22.07356196
0.03003,Under,446.2729933,410,0.035714286,36.83749322
0.03003,Over,445.04224,480,0.146825397,0.125000007
0.03003,Under,445.04224,425,0.146825397,23.38201088
0.03003,Under,443.8164193,410,0.257936508,38.4499431
0.03003,Under,445.04224,410,0.146825397,37.66102321
0.03003,Over,446.2729933,450,0.035714286,1.564999999
0.03003,Over,445.04224,450,0.146825397,4.565001341
0.03003,Under,443.8164193,420,0.257936508,29.30710224
0.03003,Under,446.2729933,435,0.035714286,12.42928078
0.03003,Under,443.8164193,405,0.257936508,43.16136353
0.03003,Over,445.04224,455,0.146825397,2.565000016
0.03003,Over,443.8164193,445,0.257936508,9.56500002
0.03003,Under,445.04224,435,0.146825397,14.6760054
0.03003,Under,443.8164193,415,0.257936508,33.83352267
0.03003,Under,445.04224,440,0.146825397,10.8530027
0.03003,Over,443.8164193,480,0.257936508,0.220000029
0.03003,Over,445.04224,465,0.146825397,0.565000173
0.03003,Under,443.8164193,430,0.257936508,20.63926133
0.03003,Under,445.04224,415,0.146825397,32.74301618
0.03003,Under,446.2729933,415,0.035714286,31.90784325
0.03003,Over,445.04224,445,0.146825397,7.375000051
0.03003,Over,443.8164193,460,0.257936508,3.005000106
0.03003,Over,445.04224,470,0.146825397,0.315005058
0.03003,Over,443.8164193,470,0.257936508,0.905000049
0.02982,Over,444.7248724,470,0.253968254,1.005000014
0.02982,Over,446.4020774,460,0.142857143,1.470004425
0.02982,Under,447.5142016,440,0.031746032,8.680538184
0.02982,Under,446.4020774,425,0.142857143,24.42872678
0.02982,Over,444.7248724,465,0.253968254,1.875008343
0.02982,Under,446.4020774,435,0.142857143,15.50623595
0.02982,Over,444.7248724,475,0.253968254,0.505003302
0.02982,Over,446.4020774,445,0.142857143,7.91874687
0.02982,Under,446.4020774,410,0.142857143,38.83496819
0.02982,Under,444.7248724,415,0.253968254,34.36093469
0.02982,Under,446.4020774,420,0.142857143,29.06247201
0.02982,Over,446.4020774,455,0.142857143,2.815000001
0.02982,Over,444.7248724,480,0.253968254,0.255000007
0.02982,Under,444.7248724,405,0.253968254,43.78548725
0.02982,Under,444.7248724,425,0.253968254,25.3713819
0.02982,Over,446.4020774,465,0.142857143,0.625000072
0.02982,Under,446.4020774,430,0.142857143,19.82498152
0.02982,Under,447.5142016,420,0.031746032,28.07161344
0.02982,Over,447.5142016,450,0.031746032,1.815008144
0.02982,Over,446.4020774,470,0.142857143,0.315005882
0.02982,Under,444.7248724,410,0.253968254,39.07321091
0.02982,Under,447.5142016,430,0.031746032,18.23607563
0.02982,Under,447.5142016,435,0.031746032,13.3658069
0.02982,Over,446.4020774,450,0.142857143,5.065000044
0.02982,Over,444.7248724,445,0.253968254,9.832276565
0.02982,Over,447.5142016,455,0.031746032,0.500000001
0.02982,Under,444.7248724,435,0.253968254,16.94682909
0.02982,Over,444.7248724,440,0.253968254,13.23455272
0.02982,Under,446.4020774,405,0.142857143,43.68870795
0.02982,Over,444.7248724,450,0.253968254,7.000000014
0.02982,Under,444.7248724,430,0.253968254,21.09410547
0.02982,Over,446.4020774,475,0.142857143,0.155000013
0.02982,Under,447.5142016,425,0.031746032,23.19634453
0.02982,Under,444.7248724,420,0.253968254,29.7686584
0.02982,Under,446.4020774,415,0.142857143,34.01122135
0.02982,Over,447.5142016,445,0.031746032,4.530268908
0.02982,Over,447.5142016,460,0.031746032,0.160000446
0.02982,Over,444.7248724,460,0.253968254,3.065000074
0.02982,Over,444.7248724,455,0.253968254,4.815000003
0.02982,Over,446.4020774,440,0.142857143,11.52749061
0.02993,Over,442.1827138,455,0.25,3.815000004
0.02993,Under,443.0939992,420,0.138888889,25.84129245
0.02993,Over,443.0939992,445,0.138888889,5.754999998
0.02993,Over,442.1827138,450,0.25,5.690003937
0.02993,Under,444.2551857,420,0.027777778,24.82422939
0.02993,Over,442.1827138,440,0.25,11.277733
0.02993,Under,443.0939992,415,0.138888889,30.63055053
0.02993,Under,442.1827138,425,0.25,22.97590857
0.02993,Over,444.2551857,445,0.027777778,2.190000001
0.02993,Under,442.1827138,410,0.25,36.74408985
0.02993,Under,443.0939992,425,0.138888889,21.3620338
0.02993,Under,444.2551857,430,0.027777778,14.95753435
0.02993,Over,444.2551857,455,0.027777778,0.160000449
0.02993,Over,443.0939992,450,0.138888889,3.255
0.02993,Under,442.1827138,415,0.25,31.90136295
0.02993,Under,443.0939992,405,0.138888889,40.33906735
0.02993,Over,443.0939992,460,0.138888889,0.845000003
0.02993,Under,442.1827138,405,0.25,41.32681697
0.02993,Under,442.1827138,430,0.25,18.70318138
0.02993,Over,443.0939992,440,0.138888889,8.924258419
0.02993,Over,444.2551857,450,0.027777778,0.565004852
0.02993,Under,443.0939992,430,0.138888889,16.81777535
0.02993,Over,443.0939992,470,0.138888889,0.220000001
0.02993,Over,444.2551857,440,0.027777778,5.560844837
0.02993,Over,442.1827138,470,0.25,0.75500016
0.02993,Under,444.2551857,425,0.027777778,19.88837979
0.02993,Over,442.1827138,445,0.25,8.249999997
0.02993,Over,442.1827138,475,0.25,0.440004745
0.02993,Under,443.0939992,410,0.138888889,35.54480893
0.02993,Over,442.1827138,435,0.25,14.86545424
0.02993,Over,442.1827138,480,0.25,0.255000002
0.02993,Under,442.1827138,420,0.25,27.40863577
0.02993,Over,442.1827138,460,0.25,2.440000811
0.02993,Over,443.0939992,465,0.138888889,0.500000203
0.02993,Over,442.1827138,465,0.25,1.255000003
0.02993,Over,443.0939992,455,0.138888889,1.875000422
0.02993,Under,444.2551857,435,0.027777778,10.08669117
0.02993,Over,443.0939992,435,0.138888889,12.52351684
0.02993,Under,433.310033,415,0.011904762,18.95787884
0.02993,Over,431.9013335,455,0.123015873,0.565000007
0.02993,Under,431.9013335,445,0.123015873,2.125000039
0.02993,Under,433.310033,430,0.011904762,5.468223322
0.02993,Under,431.9013335,410,0.123015873,25.28312579
0.02993,Under,430.9624272,435,0.234126984,8.38
0.02993,Over,430.9624272,460,0.234126984,1.005
0.02993,Under,431.9013335,440,0.123015873,3.69
0.02993,Under,431.9013335,435,0.123015873,6.000000001
0.02993,Under,431.9013335,430,0.123015873,9.231624566
0.02993,Over,431.9013335,460,0.123015873,0.190006709
0.02993,Over,430.9624272,455,0.234126984,1.504999998
0.02993,Under,433.310033,405,0.011904762,28.7693128
0.02993,Under,433.310033,435,0.011904762,2.405000001
0.02993,Over,430.9624272,470,0.234126984,0.440000293
0.02993,Under,433.310033,420,0.011904762,14.11965631
0.02993,Under,431.9013335,425,0.123015873,12.65325157
0.02993,Over,431.9013335,465,0.123015873,0.12501021
0.02993,Over,431.9013335,450,0.123015873,1.065008709
0.02993,Under,430.9624272,410,0.234126984,26.58042685
0.02993,Over,430.9624272,475,0.234126984,0.250004071
0.02993,Under,433.310033,440,0.011904762,0.5
0.02993,Under,431.9013335,415,0.123015873,20.93149809
0.02993,Under,430.9624272,440,0.234126984,6.000003901
0.02993,Under,431.9013335,405,0.123015873,29.89474715
0.02993,Under,433.310033,425,0.011904762,9.621441104
0.02993,Under,430.9624272,425,0.234126984,14.43017074
0.02993,Under,430.9624272,405,0.234126984,31.10552258
0.02993,Under,430.9624272,445,0.234126984,4.19
0.02993,Under,430.9624272,430,0.234126984,11.53008545
0.02993,Under,430.9624272,480,0.234126984,0.16
0.02993,Over,430.9624272,450,0.234126984,2.690000149
0.02993,Under,433.310033,410,0.011904762,23.83109389
0.02993,Over,430.9624272,465,0.234126984,0.565000175
0.02993,Under,430.9624272,415,0.234126984,22.80034148
0.02993,Under,430.9624272,420,0.234126984,18.14525611
0.02993,Under,431.9013335,420,0.123015873,16.69987496
0.02972,Under,431.2846156,410,0.23015873,27.26957807
0.02972,Over,431.2846156,445,0.23015873,3.940000004
0.02972,Over,431.2846156,465,0.23015873,0.375004211
0.02972,Under,433.3024073,425,0.007936508,9.092641548
0.02972,Under,431.9636481,425,0.119047619,12.3396876
0.02972,Under,433.3024073,430,0.007936508,4.778827257
0.02972,Under,431.2846156,405,0.23015873,31.73549073
0.02972,Under,433.3024073,435,0.007936508,1.720000001
0.02972,Over,431.9636481,460,0.119047619,0.19000498
0.02972,Under,431.9636481,440,0.119047619,3.375000001
0.02972,Under,431.9636481,410,0.119047619,24.97670518
0.02972,Over,431.9636481,445,0.119047619,1.875000126
0.02972,Under,431.9636481,435,0.119047619,5.690000001
0.02972,Over,431.2846156,440,0.23015873,5.750004982
0.02972,Over,431.2846156,455,0.23015873,1.315000001
0.02972,Under,433.3024073,440,0.007936508,0.250000004
0.02972,Under,431.9636481,415,0.119047619,20.4343732
0.02972,Under,431.9636481,405,0.119047619,29.64404469
0.02972,Under,431.2846156,415,0.23015873,23.05367044
0.02972,Under,433.3024073,410,0.007936508,23.55911249
0.02972,Under,433.3024073,415,0.007936508,18.6202831
0.02972,Under,431.9636481,430,0.119047619,8.737340928
0.02972,Over,431.9636481,455,0.119047619,0.410000116
0.02972,Over,431.2846156,460,0.23015873,0.755000041
0.02972,Under,431.9636481,420,0.119047619,16.13702235
0.02972,Over,431.2846156,470,0.23015873,0.255
0.02972,Under,431.2846156,420,0.23015873,18.83774536
0.02972,Over,431.2846156,450,0.23015873,2.255000836
0.02972,Under,431.2846156,425,0.23015873,14.93183664
0.02972,Under,431.2846156,430,0.23015873,11.46591528
0.02972,Over,431.2846156,475,0.23015873,0.190000001
0.02972,Under,431.2846156,435,0.23015873,8.250000003
0.02972,Over,431.9636481,450,0.119047619,0.940000001
0.02972,Under,433.3024073,420,0.007936508,13.74646232
0.02951,Over,430.3466997,465,0.222222222,0.440000678
0.02951,Over,431.090249,445,0.115079365,1.405001481
0.02951,Under,431.090249,435,0.115079365,4.940000099
0.02951,Over,430.3466997,470,0.222222222,0.285003602
0.02951,Over,430.3466997,440,0.222222222,5.190000001
0.02951,Over,431.090249,455,0.115079365,0.440000022
0.02951,Over,430.3466997,450,0.222222222,2.190000787
0.02951,Under,431.9496486,430,0.003968254,2.565006314
0.02951,Under,430.3466997,415,0.222222222,21.81427355
0.02951,Over,430.3466997,460,0.222222222,0.565000345
0.02951,Under,431.090249,405,0.115079365,28.71829303
0.02951,Under,431.090249,415,0.115079365,19.50219536
0.02951,Under,431.090249,430,0.115079365,7.863048886
0.02951,Under,431.9496486,425,0.003968254,7.279414529
0.02951,Under,430.3466997,420,0.222222222,17.90695516
0.02951,Under,431.090249,410,0.115079365,24.0452442
0.02951,Under,431.090249,420,0.115079365,15.26914652
0.02951,Over,431.090249,440,0.115079365,2.690000003
0.02951,Under,430.3466997,480,0.222222222,0.125000001
0.02951,Under,430.3466997,405,0.222222222,30.43391131
0.02951,Over,431.090249,460,0.115079365,0.160006782
0.02951,Under,430.3466997,435,0.222222222,7.879999998
0.02951,Under,431.090249,425,0.115079365,11.47110292
0.02951,Over,431.9496486,435,0.003968254,0.160004304
0.02951,Under,430.3466997,410,0.222222222,25.90159194
0.02951,Over,430.3466997,445,0.222222222,3.500000002
0.02951,Over,430.3466997,475,0.222222222,0.155000002
0.02951,Over,431.090249,450,0.115079365,0.625000006
0.02951,Under,430.3466997,430,0.222222222,10.40731844
0.02951,Over,430.3466997,455,0.222222222,1.125
0.02951,Under,431.090249,465,0.115079365,0.125002783
0.02951,Under,430.3466997,425,0.222222222,13.93964149
0.02993,Over,432.1676924,470,0.218253968,0.190000005
0.02993,Over,432.1676924,455,0.218253968,1.190000002
0.02993,Under,433.4957861,425,0.111111111,12.91179968
0.02993,Over,432.1676924,475,0.218253968,0.125000033
0.02993,Over,432.1676924,445,0.218253968,3.815000003
0.02993,Over,433.4957861,450,0.111111111,0.750000001
0.02993,Under,433.4957861,405,0.111111111,30.84039904
0.02993,Under,433.4957861,415,0.111111111,21.5936025
0.02993,Under,433.4957861,430,0.111111111,8.86340551
0.02993,Over,432.1676924,465,0.218253968,0.410001816
0.02993,Over,433.4957861,455,0.111111111,0.375000264
0.02993,Under,432.1676924,410,0.218253968,27.59223137
0.02993,Under,432.1676924,425,0.218253968,15.31489832
0.02993,Under,432.1676924,405,0.218253968,31.98966875
0.02993,Over,432.1676924,450,0.218253968,2.125001143
0.02993,Under,432.1676924,430,0.218253968,11.53244536
0.02993,Under,432.1676924,420,0.218253968,19.15233422
0.02993,Under,432.1676924,415,0.218253968,23.05977896
0.02993,Under,433.4957861,435,0.111111111,5.755000003
0.02993,Under,433.4957861,410,0.111111111,26.17199945
0.02993,Under,432.1676924,435,0.218253968,8.249999998
0.02993,Over,432.1676924,440,0.218253968,5.565003859
0.02993,Over,433.4957861,460,0.111111111,0.16
0.02993,Over,433.4957861,445,0.111111111,1.690000295
0.02993,Under,433.4957861,420,0.111111111,16.95519952
0.02993,Over,432.1676924,460,0.218253968,0.660000123
0.02993,Over,433.4957861,440,0.111111111,3.255000001
0.03013,Under,434.8916884,415,0.099206349,22.50530809
0.03013,Over,434.8916884,460,0.099206349,0.160009347
0.03013,Over,431.6238983,460,0.341269841,1.874999998
0.03013,Over,433.8638638,465,0.206349206,0.255000001
0.03013,Under,433.8638638,420,0.206349206,20.47202979
0.03013,Under,434.8916884,420,0.099206349,17.96023063
0.03013,Under,433.8638638,430,0.206349206,12.46901235
0.03013,Under,434.8916884,410,0.099206349,27.08538511
0.03013,Over,431.6238983,450,0.341269841,4.315000003
0.03013,Over,433.8638638,445,0.206349206,4.005000002
0.03013,Over,433.8638638,455,0.206349206,1.254999998
0.03013,Under,431.6238983,420,0.341269841,21.67040447
0.03013,Under,431.6238983,430,0.341269841,14.40270276
0.03013,Under,431.6238983,410,0.341269841,29.8831067
0.03013,Over,434.8916884,455,0.099206349,0.345000344
0.03013,Over,433.8638638,450,0.206349206,2.255000521
0.03013,Under,433.8638638,425,0.206349206,16.00301986
0.03013,Under,433.8638638,405,0.206349206,33.2490596
0.03013,Over,431.6238983,470,0.341269841,0.595001676
0.03013,Over,434.8916884,440,0.099206349,3.625005215
0.03013,Over,434.8916884,450,0.099206349,0.78
0.03013,Under,433.8638638,415,0.206349206,24.31103972
0.03013,Under,434.8916884,425,0.099206349,13.66515376
0.03013,Over,433.8638638,470,0.206349206,0.12500021
0.03013,Under,434.8916884,430,0.099206349,9.550076877
0.03013,Under,433.8638638,410,0.206349206,28.84505221
0.03013,Over,433.8638638,440,0.206349206,6.190000335
0.03013,Under,434.8916884,405,0.099206349,31.91546145
0.03013,Under,431.6238983,440,0.341269841,8.500000114
0.03013,Over,434.8916884,445,0.099206349,1.720000137
0.03013,Under,434.8916884,435,0.099206349,6.315
0.03013,Over,433.8638638,460,0.206349206,0.755000033
0.03013,Under,433.8638638,435,0.206349206,8.874999998
0.03013,Over,431.6238983,480,0.341269841,0.220000016
0.03003,Under,431.6947408,435,0.341269841,11.38
0.03003,Over,433.7343048,465,0.202380952,0.345004956
0.03003,Over,434.7576774,460,0.095238095,0.160005986
0.03003,Over,431.6947408,445,0.341269841,5.880000001
0.03003,Under,433.7343048,420,0.202380952,20.03411396
0.03003,Over,434.7576774,450,0.095238095,0.780000001
0.03003,Over,431.6947408,455,0.341269841,2.94000056
0.03003,Under,434.7576774,415,0.095238095,22.19788474
0.03003,Under,433.7343048,410,0.202380952,28.7235238
0.03003,Under,434.7576774,405,0.095238095,31.66432274
0.03003,Over,431.6947408,460,0.341269841,1.625000001
0.03003,Over,434.7576774,455,0.095238095,0.345000216
0.03003,Over,434.7576774,440,0.095238095,3.565005792
0.03003,Over,433.7343048,440,0.202380952,5.875000638
0.03003,Over,434.7576774,445,0.095238095,1.660000155
0.03003,Under,434.7576774,435,0.095238095,6.124999999
0.03003,Under,434.7576774,430,0.095238095,9.425731483
0.03003,Over,433.7343048,455,0.202380952,1.255
0.03003,Under,434.7576774,425,0.095238095,13.47644086
0.03003,Under,434.7576774,420,0.095238095,17.67716129
0.03003,Under,433.7343048,435,0.202380952,8.75
0.03003,Over,431.6947408,450,0.341269841,4.065000016
0.03003,Over,433.7343048,450,0.202380952,2.37500028
0.03003,Under,431.6947408,430,0.341269841,14.57902045
0.03003,Under,431.6947408,410,0.341269841,29.94010005
0.03003,Under,431.6947408,420,0.341269841,21.72706003
0.03003,Over,431.6947408,480,0.341269841,0.220000017
0.03003,Under,433.7343048,405,0.202380952,33.03322794
0.03003,Over,433.7343048,445,0.202380952,3.814999999
0.03003,Over,431.6947408,470,0.341269841,0.50500545
0.03003,Over,433.7343048,470,0.202380952,0.125000162
0.03003,Under,434.7576774,410,0.095238095,26.89860742
0.03003,Over,433.7343048,460,0.202380952,0.565000388
0.03003,Over,431.6947408,440,0.341269841,8.000000209
0.03003,Under,431.6947408,425,0.341269841,18.02804771
0.03003,Under,433.7343048,430,0.202380952,12.21470704
0.03003,Under,433.7343048,415,0.202380952,24.18881861
0.03003,Under,433.7343048,425,0.202380952,16.1244093
0.03023,Over,440.5976748,465,0.091269841,0.125000002
0.03023,Over,439.178772,455,0.198412698,2.190000628
0.03023,Under,436.9585304,440,0.333333333,10.75
0.03023,Under,440.5976748,440,0.091269841,6.375000033
0.03023,Over,440.5976748,455,0.091269841,0.78
0.03023,Under,439.178772,405,0.198412698,37.97569832
0.03023,Under,440.5976748,420,0.091269841,22.8499007
0.03023,Over,439.178772,445,0.198412698,5.815000435
0.03023,Under,440.5976748,415,0.091269841,27.55611887
0.03023,Under,440.5976748,410,0.091269841,32.4173419
0.03023,Over,436.9585304,445,0.333333333,8.000000153
0.03023,Over,439.178772,450,0.198412698,3.875000003
0.03023,Under,436.9585304,420,0.333333333,25.60947866
0.03023,Over,440.5976748,445,0.091269841,3.625002649
0.03023,Over,436.9585304,470,0.333333333,0.685001215
0.03023,Under,440.5976748,405,0.091269841,37.24856504
0.03023,Under,439.178772,410,0.198412698,33.31559958
0.03023,Over,440.5976748,460,0.091269841,0.345000268
0.03023,Over,436.9585304,450,0.333333333,5.69
0.03023,Under,440.5976748,430,0.091269841,13.81244716
0.03023,Under,436.9585304,430,0.333333333,18.08474979
0.03023,Over,440.5976748,450,0.091269841,1.720000095
0.03023,Under,439.178772,430,0.198412698,16.06519937
0.03023,Over,436.9585304,455,0.333333333,3.940000015
0.03023,Over,436.9585304,480,0.333333333,0.255000015
0.03023,Under,439.178772,440,0.198412698,8.815000002
0.03023,Under,439.178772,435,0.198412698,12.22010587
0.03023,Over,439.178772,460,0.198412698,1.314999998
0.03023,Under,439.178772,425,0.198412698,20.16029905
0.03023,Under,436.9585304,410,0.333333333,34.32421799
0.03023,Over,439.178772,470,0.198412698,0.28
0.03023,Under,440.5976748,425,0.091269841,18.26867073
0.03023,Under,436.9585304,425,0.333333333,21.90960899
0.03023,Under,439.178772,420,0.198412698,24.37539872
0.03023,Over,439.178772,465,0.198412698,0.535000682
0.03023,Under,439.178772,415,0.198412698,28.66549841
0.03023,Over,439.178772,475,0.198412698,0.160000023
0.03023,Under,436.9585304,435,0.333333333,14.69987025
0.03023,Under,440.5976748,435,0.091269841,9.986223578
0.03023,Over,436.9585304,460,0.333333333,2.505002471
0.03013,Over,438.1551356,470,0.329365079,0.87500017
0.03013,Under,441.0341462,430,0.087301587,13.9487306
0.03013,Over,439.5547475,455,0.194444444,2.005001259
0.03013,Over,441.0341462,450,0.087301587,1.690000089
0.03013,Over,441.0341462,460,0.087301587,0.280001151
0.03013,Under,438.1551356,410,0.329365079,34.95875925
0.03013,Under,441.0341462,420,0.087301587,22.9524612
0.03013,Over,439.5547475,465,0.194444444,0.565000409
0.03013,Under,438.1551356,430,0.329365079,18.40125308
0.03013,Under,439.5547475,415,0.194444444,28.85396293
0.03013,Over,439.5547475,445,0.194444444,6.250000131
0.03013,Over,441.0341462,445,0.087301587,3.505002085
0.03013,Over,438.1551356,450,0.329365079,6.129999998
0.03013,Over,439.5547475,450,0.194444444,3.814999999
0.03013,Over,441.0341462,455,0.087301587,0.660000002
0.03013,Under,439.5547475,435,0.194444444,12.16080461
0.03013,Over,439.5547475,475,0.194444444,0.160000021
0.03013,Under,438.1551356,420,0.329365079,26.24250617
